名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
刘禹锡公园,河南,郑州,荥阳市,0371,,荥阳植物园,博文路,景点,纪念公园,113.417023,34.770077
九洲国际旅行社,河南,郑州,郑州,0371,65703883;65703875,国贸360,花园路56号郑花大厦10楼1003室,景点,旅行社,113.681711,34.778971
河南康辉国际旅行社,河南,郑州,郑州,0371,155****5572,新世界百货,紫荆山路与东里路交叉口（招商银行）人民银行家属院2号楼1601室（近城北路）,景点,旅行社,113.681392,34.757922
丰源旅行社,河南,郑州,郑州,0371,135****9366,金水区,经八路28号建发大厦五楼509,景点,旅行社,113.66954,34.765617
金辉国际旅行社,河南,郑州,郑州,0371,132****0986,建文新世界,文化路黄河路交叉口东50米路北中孚大厦4楼K座（文化路东侧）,景点,旅行社,113.668519,34.774895
古树苑,河南,郑州,郑州,0371,,惠济区,新城街道开元路与天河路交叉口向北300米,景点,自然风光,113.614068,34.868116
小楼清真寺,河南,郑州,郑州,0371,,火车站/二七广场,解放路与民主路交叉口28号,景点,宗教,113.663353,34.753208
中心广场,河南,郑州,郑州,0371,,工大新校区,枫杨办事处银屏路与银杏路交叉口西100米,景点,广场,113.55883,34.820538
康辉国际旅行社,河南,郑州,郑州,0371,86227080,升龙广场,政通路升龙世纪花园1号楼1704室（政通路西侧）,景点,旅行社,113.65942,34.72476
荥阳植物园,河南,郑州,荥阳市,0371,64931777,荥阳植物园,京城路街道京城路31号,景点,植物园,113.406265,34.770737
大海寺,河南,郑州,荥阳市,0371,,荥阳植物园,京城路,景点,宗教,113.41053,34.767574
三角公园,河南,郑州,郑州,0371,,火车站/二七广场,紫荆山路,景点,公园/广场,113.681374,34.728096
象棋公园,河南,郑州,荥阳市,0371,,荥阳植物园,京城路街道京城路27号,景点,城市公园,113.411652,34.77037
花园口旅游区,河南,郑州,郑州,0371,,黄河游览区,花园口镇,景点,现代建筑,113.664787,34.904373
成功广场,河南,郑州,荥阳市,0371,,荥阳植物园,京城南路31号,景点,广场,113.414902,34.772194
康辉国际旅行社旗舰店,河南,郑州,郑州,0371,65582598,金水路/省政府,花园路88号,景点,旅行社,113.681607,34.765547
巩义博物馆,河南,郑州,巩义市,0371,66551416,宋陵公园,杜甫路街道杜甫路82号,景点,博物馆,112.98838,34.740116
中州国际旅行社,河南,郑州,郑州,0371,155****7972,儿童公园/凯旋门,桐柏路与陇海路交叉口凯旋门大厦A座1901室,景点,旅行社,113.612604,34.735094
汉霸二王城,河南,郑州,荥阳市,0371,4009933990,荥阳市其他,东北广武山上,景点,历史建筑,113.4534,34.956627
河南杜甫故里,河南,郑州,巩义市,0371,56905566,巩义市其他,站街镇南瑶湾村,景点,名人故居,113.063332,34.794819
纪公庙,河南,郑州,郑州,0371,63591024,黄河游览区,314省道西150米,景点,宗教,113.530716,34.865631
二七广场,河南,郑州,郑州,0371,,火车站/二七广场,西大街21号,景点,广场,113.666451,34.751862
新郑博物馆,河南,郑州,新郑市,0371,62698808,轩辕故里,轩辕路西228号,景点,博物馆,113.722649,34.399811
虎牢关,河南,郑州,荥阳市,0371,64896976,荥阳市其他,汜水镇,景点,古代遗迹,113.205467,34.848766
金水河滨河公园,河南,郑州,郑州,0371,,宝龙城市广场/熙地港,金水路,景点,城市公园,113.727463,34.790302
郑州方特欢乐世界,河南,郑州,中牟县,0371,56928000;4001660006,刘集镇,郑东新区人文路与郑汴物流通道交叉口西北300米,景点,主题乐园,113.932404,34.7673
尖岗水库,河南,郑州,郑州,0371,,二七区,侯寨街道凤鸣北路,景点,现代建筑,113.578491,34.670719
文博森林园,河南,郑州,郑州,0371,,二七区,侯寨街道郑密公路（近绕城高速）,景点,森林公园,113.567504,34.665694
中国青年旅行社,河南,郑州,郑州,0371,155****6646,碧沙岗,建设西路187号1710室,景点,旅行社,113.625541,34.754481
香堤湾亲子温泉度假区,河南,郑州,荥阳市,0371,85213333;85216666,奥帕拉拉水公园,泽众路与桃贾路交叉口北500米路西,景点,温泉,113.450722,34.756687
郑风苑,河南,郑州,新郑市,0371,62677019,西亚斯大学,人民路中段,景点,城市公园,113.760902,34.390774
古树苑公园,河南,郑州,郑州,0371,,惠济区,天河路,景点,城市公园,113.61412,34.868892
百事通旅游,河南,郑州,郑州,0371,60192829,曼哈顿广场/英协路,英协路与福元路交叉口华悦时间广场,景点,旅行社,113.719005,34.757092
康辉国际旅行社,河南,郑州,郑州,0371,88885105,二七万达,大学路政通路交叉口向西300米升龙世纪花园一区603室,景点,旅行社,113.637794,34.726154
重阳观,河南,郑州,上街区,0371,,上街区,310国道,景点,宗教,113.266075,34.782246
中原影视城,河南,郑州,荥阳市,0371,137****1351,黄河游览区,广武镇樊河村,景点,影视基地,113.489899,34.92128
皇宫温泉,河南,郑州,郑州,0371,68818881,东建材,郑汴路与英协路交叉口南1000米路东,景点,温泉,113.720277,34.73959
九龙峡,河南,郑州,巩义市,0371,,巩义市其他,涉村镇东北部,景点,自然风光,113.106789,34.661091
竹林长寿山景区,河南,郑州,巩义市,0371,64461789,巩义市其他,竹林镇长寿山景区游客服务中心,景点,自然风光,113.123207,34.685535
凤凰山,河南,郑州,新密市,0371,69229110,新密市其他,米村镇尖山下寺沟村,景点,自然风光,113.228256,34.586552
九里山,河南,郑州,新密市,0371,69245333,新密市其他,超化镇草庙村,景点,自然风光,113.381874,34.384602
丰乐葵园,河南,郑州,郑州,0371,61220327;63773288,黄河游览区,江山路与黄河大堤交叉口东800米,景点,植物园,113.561417,34.918339
旅游百事通,河南,郑州,郑州,0371,53753238,陈砦,丰庆路国基路向北500米右拐联购超市负一楼,景点,旅行社,113.650803,34.825014
郑州大学体育学院-校史馆,河南,郑州,郑州,0371,63631500,省体中心/裕华广场,银河路2号体育中心南区,景点,博物馆,113.628273,34.827129
惠济关帝庙,河南,郑州,郑州,0371,,黄河游览区,黄河大堤路,景点,宗教,113.596458,34.902119
大河广场,河南,郑州,郑州,0371,,惠济区,开元路8号,景点,广场,113.61682,34.866531
东岳天齐庙,河南,郑州,郑州,0371,,北大学城,大河路与花园口立交交叉口南200米,景点,宗教,113.67894,34.878662
颧雀楼,河南,郑州,郑州,0371,,黄河游览区,西山路,景点,历史建筑,113.515442,34.910976
红光寺,河南,郑州,郑州,0371,,黄河游览区,大河路,景点,宗教,113.517077,34.870929
李诚故里,河南,郑州,郑州,0371,,康桥商务广场,城东路179号,景点,名人故居,113.691025,34.747635
清真女寺,河南,郑州,郑州,0371,,新世界百货,清真寺街130号,景点,宗教,113.67852,34.754917
清平里清真寺,河南,郑州,郑州,0371,66987062,火车站/二七广场,弓背街26号,景点,宗教,113.669205,34.747665
列子故里,河南,郑州,郑州,0371,,郑东新区,220国道,景点,古村古镇,113.82607,34.740264
商陶花海,河南,郑州,郑州,0371,,康桥商务广场,城东路226号,景点,植物园,113.690677,34.744187
中国旅行社,河南,郑州,郑州,0371,155****1950,西大街,紫荆山路与东大街交叉口向北100米路东,景点,旅行社,113.68129,34.752277
委公园,河南,郑州,郑州,0371,,西大街,管城街48号,景点,城市公园,113.676926,34.753422
大河锦绣温泉,河南,郑州,郑州,0371,63338188,经开区,第三大街166号大河国际饭店,景点,温泉,113.745583,34.730572
书院游园,河南,郑州,郑州,0371,,西大街,书院街5号院,景点,公园/广场,113.682579,34.745663
逸心公园,河南,郑州,郑州,0371,,富田太阳城,港湾路南50米,景点,城市公园,113.705444,34.715809
五州健康公园,河南,郑州,郑州,0371,,汽车东站,经北六路,景点,城市公园,113.750641,34.741585
青龙山魏长城遗址,河南,郑州,郑州,0371,,经开区,东三环高架与陇海快速路出口交叉口西南100米,景点,古代遗迹,113.784409,34.733456
紫薇园,河南,郑州,郑州,0371,,曼哈顿广场/英协路,商城东路与玉凤路交汇处东南角,景点,公园/广场,113.712639,34.752106
经纬广场,河南,郑州,郑州,0371,65951659,金水路/省政府,花园路街道纬四路20-1号,景点,广场,113.696365,34.76815
友谊旅行社有限公司,河南,郑州,郑州,0371,,火车站/二七广场,二七路与西里路交叉路口西北侧,景点,旅行社,113.666642,34.761062
职工国际旅行社,河南,郑州,郑州,0371,65335617,金水路/省政府,纬五路39号附1号金岸大厦,景点,旅行社,113.687525,34.771065
长城旅行社,河南,郑州,郑州,0371,65991708,人民路/紫荆山,紫荆山路与人民路交叉口紫荆山商务13层1318室,景点,旅行社,113.681693,34.762753
马庄清真寺,河南,郑州,郑州,0371,,东建材,百福街与商鼎路交叉路口往东南约50米,景点,宗教,113.737602,34.754513
红白花公园,河南,郑州,郑州,0371,,郑东新区CBD,商务内环路与众意西路交叉口东侧,景点,城市公园,113.722832,34.773823
青少年科技中心,河南,郑州,郑州,0371,63385119,国贸360,政七街13号,景点,科技馆,113.687815,34.782454
华夏旅行社,河南,郑州,郑州,0371,65931613;156****7613,人民路/紫荆山,紫荆山路56号华林新时代816室,景点,旅行社,113.681735,34.755401
中国旅行社总社河南有限公司,河南,郑州,郑州,0371,65598609;66938182,曼哈顿广场/英协路,纬五路和经一路交叉口东南角,景点,旅行社,113.697829,34.771725
文化公园,河南,郑州,郑州,0371,,正弘中心,文化路与文劳路交叉口向南90米路东,景点,文化公园,113.668121,34.804199
金水清真寺,河南,郑州,郑州,0371,,柳林刘庄,魏河南路附近,景点,宗教,113.682175,34.837788
豪门温泉酒店,河南,郑州,郑州,0371,60129933,东建材,十里铺街与永平路交叉口向西50米,景点,温泉,113.730011,34.737885
经八路街道文化中心,河南,郑州,郑州,0371,,建文新世界,纬三路经七路35号院东北侧,景点,展览馆,113.672028,34.769291
海悦旅行社,河南,郑州,郑州,0371,,花园茶城,花园路与金午一牛路,景点,旅行社,113.68534,34.819612
河南大学校友书画院,河南,郑州,郑州,0371,,丰业广场/千盛广场,天明路4号院,景点,美术馆,113.654938,34.781239
郑东新区湿地公园,河南,郑州,郑州,0371,,郑东新区CBD,商务外环路与商务东一街交汇处,景点,城市公园,113.727791,34.778179
海鑫艺术馆,河南,郑州,郑州,0371,56622222;65998530,金水路/省政府,纬二路与政一街交叉口东北角20米,景点,美术馆,113.686432,34.767739
土地庙,河南,郑州,郑州,0371,,高新区,中原西路,景点,宗教,113.571347,34.744233
牛砦清真寺,河南,郑州,郑州,0371,,冉屯路/五龙口,桐柏北路89-1号,景点,宗教,113.616104,34.76614
中原清真寺,河南,郑州,郑州,0371,,马寨镇,富民路,景点,宗教,113.547722,34.712013
石佛清真寺,河南,郑州,郑州,0371,138****4130,科学大道,科学大道62号,景点,宗教,113.57901,34.810528
憩园,河南,郑州,郑州,0371,,月季公园,农业路与朱屯东路交叉口西北角,景点,自然风光,113.626432,34.775737
五星广场,河南,郑州,郑州,0371,,科学大道,科学大道100号,景点,广场,113.535599,34.80904
西十里铺清真寺,河南,郑州,郑州,0371,67529016,月季公园,桐柏路西十里铺交汇处,景点,宗教,113.622444,34.768875
莲花公园,河南,郑州,郑州,0371,,瑞达路沿线,枫杨办事处莲花街与迎春街交叉口东北150米,景点,城市公园,113.568169,34.820263
科学公园,河南,郑州,郑州,0371,,科学大道,科学大道与檀香路交叉口旁,景点,城市公园,113.531181,34.80629
中岳书画院,河南,郑州,郑州,0371,,长城康桥华城,陇海路62号,景点,展览馆,113.633766,34.736092
旅游百事通,河南,郑州,郑州,0371,68591919,二七区,侯寨村市场街,景点,旅行社,113.590892,34.667842
嵩河山庄观光园,河南,郑州,郑州,0371,,二七区,G3001郑州绕城高速,景点,景点/周边游,113.527565,34.663425
花园街清真寺,河南,郑州,郑州,0371,,火车站/二七广场,德化街78号,景点,宗教,113.666048,34.749749
武英里清真寺,河南,郑州,郑州,0371,,长途客运总站,航海路与碧云路交叉口航海中路21号,景点,宗教,113.667015,34.720154
河南旅游车辆集散中心,河南,郑州,郑州,0371,,二七区,郑许公路,景点,旅行社,113.646223,34.694166
二七区文化艺术广场,河南,郑州,郑州,0371,,升龙广场,交通路8号,景点,广场,113.647652,34.730438
河南中国旅行社,河南,郑州,荥阳市,0371,,荥阳站,老贾峪路口向北一百米路东,景点,旅行社,113.386571,34.795014
郭小寨基督教堂,河南,郑州,郑州,0371,,二七区,G3001郑州绕城高速316省道出口附近,景点,宗教,113.565209,34.652489
马寨镇综合文化站,河南,郑州,郑州,0371,,马寨镇,光明路6号,景点,展览馆,113.524879,34.703247
农博园,河南,郑州,郑州,0371,68593277,二七区,侯寨尖岗村,景点,植物园,113.582065,34.685505
天成生态园,河南,郑州,郑州,0371,,二七区,侯寨街道河源西路南50米,景点,植物园,113.553995,34.642495
滨河公园,河南,郑州,郑州,0371,,长城康桥华城,兴华北街8号,景点,公园/广场,113.635246,34.743217
涵秀园,河南,郑州,郑州,0371,,郑铁体育中心,小赵寨街2号,景点,城市公园,113.659088,34.735332
五云山山地生态公园,河南,郑州,上街区,0371,,上街区,峡窝镇中原西路五云山大道166号,景点,公园/广场,113.284874,34.723286
火神庙,河南,郑州,荥阳市,0371,,荥阳市其他,314省道,景点,宗教,113.453438,34.894257
基督教会李福音堂,河南,郑州,荥阳市,0371,,建业购物广场,站南东路,景点,宗教,113.395592,34.797207
魏岗村文化广场,河南,郑州,上街区,0371,,上街区,011县道北100米,景点,公园/广场,113.284568,34.772439
宝塔寺,河南,郑州,荥阳市,0371,,建业购物广场,工业路与站南东路交叉口西北50米,景点,宗教,113.405357,34.796837
郑旅国际旅游集团,河南,郑州,上街区,0371,,上街区,丹江北路,景点,旅行社,113.288696,34.798653
老君堂文化广场,河南,郑州,荥阳市,0371,,荥阳市其他,G30连霍高速,景点,公园/广场,113.219376,34.82914
李商隐公园,河南,郑州,荥阳市,0371,,奥帕拉拉水公园,豫龙镇中原西路与商隐路交口北李商隐公园,景点,纪念公园,113.448334,34.754826
大悲寺,河南,郑州,荥阳市,0371,,荥阳市其他,314省道北100米,景点,宗教,113.253181,34.874958
神母祠,河南,郑州,荥阳市,0371,,荥阳市其他,成皋路,景点,宗教,113.257736,34.635429
兴国寺,河南,郑州,荥阳市,0371,135****2112,荥阳市其他,中原路与桃贾路交叉口南1.5公里兴国寺村,景点,宗教,113.463295,34.735863
洞林湖,河南,郑州,荥阳市,0371,,荥阳市其他,贾峪镇新田大道,景点,自然风光,113.480499,34.669643
二郎庙,河南,郑州,荥阳市,0371,,荥阳市其他,刘河镇龙溪路东100米,景点,宗教,113.237473,34.630535
荥阳莲花寺,河南,郑州,荥阳市,0371,,荥阳市其他,辘轳沟附近,景点,宗教,113.361633,34.67067
同心路清真寺,河南,郑州,荥阳市,0371,,荥阳市其他,014乡道,景点,宗教,113.349335,34.824017
武庄文化广场,河南,郑州,上街区,0371,,上街区,安阳路,景点,广场,113.27124,34.832867
老龙窝森林公园,河南,郑州,荥阳市,0371,,荥阳市其他,314省道,景点,森林公园,113.257835,34.895977
荥阳关帝庙,河南,郑州,荥阳市,0371,,荥阳市其他,关帝庙,景点,宗教,113.314018,34.851223
新田大道清真寺,河南,郑州,荥阳市,0371,,马寨镇,新田大道,景点,宗教,113.502579,34.71637
荥阳基督教堂,河南,郑州,荥阳市,0371,,建业购物广场,汜河路隆兴·御景阁西侧约100米,景点,宗教,113.412228,34.792709
广武路带状公园,河南,郑州,荥阳市,0371,,建业购物广场,广武路,景点,城市公园,113.399803,34.780533
木楼文化广场,河南,郑州,荥阳市,0371,,荥阳市其他,S314荥阳市王村镇第二小学南侧约190米,景点,公园/广场,113.309769,34.886799
楚河汉界古战场风景区,河南,郑州,荥阳市,0371,,荥阳市其他,朝阳五街,景点,古代遗迹,113.472137,34.949921
宝翔广场,河南,郑州,荥阳市,0371,,海龙时代广场,京城路街道索河路与荥泽大道交叉口西北150米,景点,广场,113.428024,34.787792
高山镇妥要村文化大院,河南,郑州,荥阳市,0371,,荥阳市其他,043乡道西50米,景点,展览馆,113.206837,34.773435
高山镇冢岗村文化大院,河南,郑州,荥阳市,0371,,荥阳市其他,冢岗村附近,景点,展览馆,113.228607,34.789909
荥阳烈士陵园,河南,郑州,荥阳市,0371,,荥阳市其他,乔楼镇荥贾路,景点,革命旧址,113.405386,34.760278
刘禹锡墓,河南,郑州,荥阳市,0371,,荥阳植物园,郑上路与310国道交叉口西南150米,景点,古代遗迹,113.41777,34.771511
中州桃花源风景名胜区,河南,郑州,新密市,0371,,新密市其他,S85郑少洛高速,景点,自然风光,113.205917,34.555756
基督教,河南,郑州,新密市,0371,,新密市其他,司家门郑登快速路,景点,宗教,113.489499,34.533202
神仙洞景区,河南,郑州,新密市,0371,69225888,新密市其他,尖山乡神仙洞村,景点,自然风光,113.274529,34.620785
天爷庙,河南,郑州,新密市,0371,,新密市其他,029县道附近,景点,宗教,113.469231,34.439484
真金广场,河南,郑州,新密市,0371,,新密市其他,周甘路与顺火路交叉口西50米,景点,公园/广场,113.425987,34.465935
羲皇公园,河南,郑州,新密市,0371,,新密市其他,030县道,景点,城市公园,113.462547,34.479645
清真寺,河南,郑州,新密市,0371,,新密市其他,017乡道北50米,景点,宗教,113.508186,34.454559
申氏宗祠,河南,郑州,新密市,0371,,新密市其他,004乡道附近,景点,宗教,113.494591,34.645004
葛沟村文化广场,河南,郑州,新密市,0371,,新密市其他,323省道东150米,景点,公园/广场,113.326172,34.446697
李湾游览区,河南,郑州,新密市,0371,,新密市其他,316省道南100米,景点,城市观光,113.237553,34.500803
老君庙,河南,郑州,新密市,0371,,新密市其他,321省道,景点,宗教,113.483002,34.522602
新密清真寺,河南,郑州,新密市,0371,,新密市其他,开阳路72号,景点,宗教,113.377296,34.517296
伏羲山旅行社,河南,郑州,新密市,0371,69881611;69881622,新密市政府,开阳路518号,景点,旅行社,113.37886,34.535503
东大寺,河南,郑州,新密市,0371,,新密市其他,S88郑尧高速,景点,宗教,113.607446,34.538432
老君洞,河南,郑州,新密市,0371,,新密市其他,S85郑少洛高速,景点,自然景观,113.20018,34.561291
后士郭村文化中心,河南,郑州,新密市,0371,,行政服务中心,西大街街道后士郭村文化活动中心,景点,展览馆,113.328903,34.533943
石河生态公园,河南,郑州,巩义市,0371,,巩义市其他,紫荆路街道河洛路与石河路交叉口东南100米,景点,城市公园,113.001999,34.759464
回郭镇人民政府文化服务中心,河南,郑州,巩义市,0371,,回郭镇,人民路回郭镇北寺村长城北路卫生室西侧约110米,景点,展览馆,112.862571,34.680411
孝义街道办事处文化站,河南,郑州,巩义市,0371,,巩义市其他,白沙路南50米巩义市图书馆西沟分馆附近,景点,展览馆,112.981117,34.77013
河洛镇古桥村文化大院,河南,郑州,巩义市,0371,,巩义市其他,沿黄快速通道北50米,景点,展览馆,113.003693,34.794014
桥沟老君庙,河南,郑州,巩义市,0371,,巩义市其他,310国道附近,景点,宗教,113.063072,34.726303
浅井村文化广场,河南,郑州,巩义市,0371,,巩义市其他,浅井村附近,景点,公园/广场,113.084793,34.613232
大王庙,河南,郑州,巩义市,0371,,巩义市其他,郑东新区237省道,景点,宗教,113.064133,34.831608
铁生沟冶铁遗址,河南,郑州,巩义市,0371,,巩义市其他,237省道南50米,景点,古代遗迹,113.041183,34.619392
永昭陵,河南,郑州,巩义市,0371,64571899,宋陵公园,杜甫路84号,景点,古代遗迹,112.985764,34.743736
立佛寺,河南,郑州,巩义市,0371,,巩义市其他,嵩洛路181号正西方向200米,景点,宗教,112.969078,34.751045
青龙禅寺,河南,郑州,巩义市,0371,,巩义市其他,310国道西100米,景点,宗教,113.000282,34.715176
滹沱村文化大院,河南,郑州,巩义市,0371,,巩义市其他,宋陵东街南50米,景点,展览馆,112.951378,34.670029
杨树沟游客服务中心,河南,郑州,巩义市,0371,,巩义市其他,龙溪路,景点,公园/广场,113.211983,34.654308
巩义关帝庙,河南,郑州,巩义市,0371,,巩义市其他,007乡道北50米,景点,宗教,113.130577,34.767998
米河镇支石村文化大院,河南,郑州,巩义市,0371,,巩义市其他,015乡道北50米,景点,展览馆,113.20092,34.750484
浮戏山风景名胜区,河南,郑州,巩义市,0371,,巩义市其他,米新路,景点,自然风光,113.195641,34.677902
桐乐园,河南,郑州,巩义市,0371,152****0563,体育馆,桐本路与陇海路交叉口朗曼假日广场1楼,景点,城市公园,112.992569,34.744682
杨树沟房车露营基地,河南,郑州,巩义市,0371,,巩义市其他,新中镇杨树沟风景区农家乐宾馆服务处杨树沟,景点,更多景点/周边游,113.212387,34.655029
宋陵永昌陵,河南,郑州,巩义市,0371,,巩义市其他,永安路与076乡道交叉口北150米,景点,古代遗迹,112.960419,34.661884
常香玉故里,河南,郑州,巩义市,0371,,巩义市其他,314省道,景点,名人故居,113.046921,34.81266
豫西抗日先遣支队司令部旧址,河南,郑州,巩义市,0371,,巩义市其他,237省道,景点,历史建筑,113.085655,34.609543
郑新路清真寺,河南,郑州,新郑市,0371,,新郑市其他,郑新路,景点,宗教,113.719075,34.556805
龙王清真寺,河南,郑州,新郑市,0371,,新郑市其他,人民路40号-72号,景点,宗教,113.860588,34.456879
古禅寺,河南,郑州,新郑市,0371,,新郑市其他,具茨山国家级森林公园管理委员会千户寨,景点,宗教,113.542854,34.337265
八千乡吕槐村文化大院,河南,郑州,新郑市,0371,,新郑市其他,八千乡中心学校附近,景点,展览馆,113.827545,34.378628
郭店镇文化站,河南,郑州,新郑市,0371,,新郑市其他,郑新快速通道五里口菜市场北侧,景点,展览馆,113.713524,34.525982
新郑市城关乡小占庄村文化大院,河南,郑州,新郑市,0371,,新郑市其他,G343,景点,展览馆,113.655037,34.393017
百合园生态园,河南,郑州,新郑市,0371,,新郑市其他,107国道与321省道交汇处,景点,动植物园,113.685701,34.547061
